vin,model,segment,color,trim_level,engine_type,assembly_date,assembly_shift,assembly_line,target_market,planned_delivery_date,msrp_usd,production_sequence,quality_gate_passed
VIN100181,FamilySUV-M3,SUV,Black,Premium,ICE,2024-11-19T00:00:00,night,Line_1,Domestic,2024-12-10T00:00:00,66744,181,True
VIN100182,WorkTruck-T6,Commercial,White,Base,Hybrid,2024-06-13T00:00:00,evening,Line_2,Domestic,2024-07-08T00:00:00,48929,182,True
VIN100183,SportSedan-S2,Mid-size,Other,Premium,Hybrid,2024-10-03T00:00:00,night,Line_1,Domestic,2024-10-29T00:00:00,53048,183,True
VIN100184,LuxurySUV-L4,Premium SUV,Silver,Luxury,Electric,2024-09-27T00:00:00,evening,Line_1,Premium Export,2024-10-12T00:00:00,74862,184,True
VIN100185,SportSedan-S2,Mid-size,Other,Sport,ICE,2024-03-16T00:00:00,evening,Line_1,Premium Export,2024-03-30T00:00:00,85951,185,True
VIN100186,WorkTruck-T6,Commercial,Silver,Base,ICE,2024-06-14T00:00:00,evening,Line_2,Domestic,2024-07-16T00:00:00,45988,186,True
VIN100187,EcoSedan-X1,Compact,White,Base,ICE,2024-09-01T00:00:00,night,Line_1,Domestic,2024-09-22T00:00:00,57500,187,True
VIN100188,FamilySUV-M3,SUV,Blue,Premium,ICE,2024-05-06T00:00:00,evening,Line_2,Export,2024-06-14T00:00:00,97400,188,True
VIN100189,CityHatch-C5,Compact,Black,Luxury,Hybrid,2024-12-23T00:00:00,evening,Line_1,Domestic,2025-01-23T00:00:00,52533,189,True
VIN100190,LuxurySUV-L4,Premium SUV,White,Sport,ICE,2024-01-30T00:00:00,day,Line_1,Premium Export,2024-03-07T00:00:00,68682,190,True
VIN100191,EcoSedan-X1,Compact,White,Sport,ICE,2024-02-14T00:00:00,night,Line_2,Export,2024-03-01T00:00:00,66441,191,True
VIN100192,EcoSedan-X1,Compact,White,Base,Hybrid,2024-02-23T00:00:00,night,Line_1,Export,2024-03-14T00:00:00,97209,192,True
VIN100193,SportSedan-S2,Mid-size,White,Base,ICE,2024-02-12T00:00:00,evening,Line_2,Domestic,2024-02-29T00:00:00,79843,193,True
VIN100194,CityHatch-C5,Compact,Red,Luxury,ICE,2024-03-19T00:00:00,day,Line_2,Domestic,2024-04-02T00:00:00,77105,194,True
VIN100195,LuxurySUV-L4,Premium SUV,Black,Sport,ICE,2024-09-03T00:00:00,night,Line_1,Premium Export,2024-09-20T00:00:00,127030,195,True
VIN100196,FamilySUV-M3,SUV,Gray,Luxury,Hybrid,2024-11-17T00:00:00,day,Line_1,Domestic,2024-12-05T00:00:00,60097,196,True
VIN100197,SportSedan-S2,Mid-size,White,Sport,Hybrid,2024-04-12T00:00:00,day,Line_1,Domestic,2024-04-30T00:00:00,114782,197,True
VIN100198,EcoSedan-X1,Compact,Black,Base,ICE,2024-10-18T00:00:00,evening,Line_2,Export,2024-11-09T00:00:00,101009,198,True
VIN100199,CityHatch-C5,Compact,Gray,Sport,ICE,2024-07-19T00:00:00,evening,Line_2,Domestic,2024-08-26T00:00:00,35246,199,True
VIN100200,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-01-07T00:00:00,day,Line_1,Export,2024-02-09T00:00:00,87578,200,True
VIN100201,WorkTruck-T6,Commercial,White,Luxury,Hybrid,2024-12-09T00:00:00,day,Line_2,Domestic,2025-01-02T00:00:00,60321,201,True
VIN100202,EcoSedan-X1,Compact,Gray,Base,ICE,2024-05-29T00:00:00,evening,Line_1,Export,2024-06-14T00:00:00,86500,202,True
VIN100203,CityHatch-C5,Compact,White,Luxury,ICE,2024-11-17T00:00:00,day,Line_1,Domestic,2024-12-02T00:00:00,55177,203,True
VIN100204,EcoSedan-X1,Compact,Black,Luxury,Hybrid,2024-04-23T00:00:00,night,Line_2,Export,2024-06-01T00:00:00,81969,204,True
VIN100205,EcoSedan-X1,Compact,Other,Base,Hybrid,2024-12-01T00:00:00,night,Line_2,Domestic,2024-12-30T00:00:00,101269,205,True
VIN100206,CityHatch-C5,Compact,Black,Base,ICE,2024-10-08T00:00:00,night,Line_2,Domestic,2024-11-10T00:00:00,56082,206,True
VIN100207,CityHatch-C5,Compact,Silver,Sport,ICE,2024-12-21T00:00:00,day,Line_2,Domestic,2025-01-31T00:00:00,61715,207,True
VIN100208,FamilySUV-M3,SUV,Green,Base,ICE,2024-12-17T00:00:00,evening,Line_1,Domestic,2025-01-09T00:00:00,83333,208,True
VIN100209,EcoSedan-X1,Compact,White,Premium,ICE,2024-11-26T00:00:00,evening,Line_1,Export,2024-12-31T00:00:00,44070,209,True
VIN100210,EcoSedan-X1,Compact,Black,Base,ICE,2024-11-02T00:00:00,evening,Line_2,Export,2024-11-20T00:00:00,86309,210,True
VIN100211,WorkTruck-T6,Commercial,Silver,Luxury,ICE,2024-02-07T00:00:00,evening,Line_2,Domestic,2024-03-08T00:00:00,65672,211,True
VIN100212,SportSedan-S2,Mid-size,Silver,Sport,ICE,2024-01-02T00:00:00,night,Line_1,Premium Export,2024-02-05T00:00:00,74216,212,True
VIN100213,FamilySUV-M3,SUV,White,Base,ICE,2024-04-22T00:00:00,day,Line_1,Domestic,2024-05-15T00:00:00,64020,213,True
VIN100214,EcoSedan-X1,Compact,Black,Base,ICE,2024-03-10T00:00:00,night,Line_2,Export,2024-04-06T00:00:00,91314,214,True
VIN100215,FamilySUV-M3,SUV,Silver,Premium,Electric,2024-10-06T00:00:00,day,Line_1,Export,2024-11-10T00:00:00,84470,215,True
VIN100216,FamilySUV-M3,SUV,White,Sport,ICE,2024-02-07T00:00:00,evening,Line_2,Domestic,2024-03-21T00:00:00,58807,216,True
VIN100217,FamilySUV-M3,SUV,Black,Base,Hybrid,2024-04-17T00:00:00,day,Line_2,Export,2024-05-16T00:00:00,92477,217,True
VIN100218,LuxurySUV-L4,Premium SUV,Silver,Base,ICE,2024-10-03T00:00:00,day,Line_2,Premium Export,2024-11-04T00:00:00,123103,218,True
VIN100219,EcoSedan-X1,Compact,Gray,Sport,ICE,2024-10-13T00:00:00,day,Line_2,Domestic,2024-11-18T00:00:00,43015,219,True
VIN100220,FamilySUV-M3,SUV,Silver,Base,ICE,2024-12-03T00:00:00,day,Line_1,Export,2025-01-03T00:00:00,81809,220,True
VIN100221,CityHatch-C5,Compact,Black,Sport,Hybrid,2024-11-12T00:00:00,evening,Line_1,Domestic,2024-12-04T00:00:00,49400,221,True
VIN100222,FamilySUV-M3,SUV,Black,Sport,ICE,2024-12-12T00:00:00,day,Line_2,Export,2025-01-19T00:00:00,107193,222,True
VIN100223,WorkTruck-T6,Commercial,Blue,Base,Electric,2024-04-07T00:00:00,night,Line_2,Domestic,2024-05-09T00:00:00,61978,223,True
VIN100224,FamilySUV-M3,SUV,Silver,Sport,ICE,2024-05-04T00:00:00,evening,Line_2,Domestic,2024-05-25T00:00:00,82283,224,True
VIN100225,FamilySUV-M3,SUV,Silver,Premium,Hybrid,2024-05-15T00:00:00,day,Line_1,Export,2024-06-15T00:00:00,62821,225,True
VIN100226,EcoSedan-X1,Compact,Gray,Sport,Hybrid,2024-02-20T00:00:00,day,Line_1,Domestic,2024-03-23T00:00:00,56773,226,True
VIN100227,EcoSedan-X1,Compact,White,Base,ICE,2024-01-14T00:00:00,evening,Line_2,Domestic,2024-02-15T00:00:00,90396,227,True
VIN100228,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-04-01T00:00:00,evening,Line_1,Domestic,2024-05-12T00:00:00,91974,228,True
VIN100229,SportSedan-S2,Mid-size,Other,Sport,Electric,2024-10-10T00:00:00,evening,Line_2,Domestic,2024-11-05T00:00:00,111954,229,True
VIN100230,CityHatch-C5,Compact,Red,Base,Hybrid,2024-02-14T00:00:00,night,Line_2,Domestic,2024-03-12T00:00:00,78503,230,True
VIN100231,FamilySUV-M3,SUV,Black,Base,ICE,2024-02-07T00:00:00,evening,Line_2,Export,2024-03-11T00:00:00,107368,231,True
VIN100232,CityHatch-C5,Compact,Silver,Premium,Hybrid,2024-03-19T00:00:00,evening,Line_1,Domestic,2024-04-17T00:00:00,89379,232,True
VIN100233,SportSedan-S2,Mid-size,Gray,Base,ICE,2024-12-21T00:00:00,day,Line_2,Premium Export,2025-01-18T00:00:00,81892,233,True
VIN100234,FamilySUV-M3,SUV,Silver,Sport,ICE,2024-08-24T00:00:00,night,Line_1,Domestic,2024-10-05T00:00:00,55207,234,False
VIN100235,FamilySUV-M3,SUV,Red,Luxury,Hybrid,2024-12-09T00:00:00,evening,Line_2,Export,2025-01-18T00:00:00,75081,235,True
VIN100236,CityHatch-C5,Compact,White,Luxury,Hybrid,2024-10-23T00:00:00,day,Line_1,Domestic,2024-12-06T00:00:00,67862,236,True
VIN100237,WorkTruck-T6,Commercial,Gray,Base,ICE,2024-11-21T00:00:00,day,Line_1,Domestic,2024-12-07T00:00:00,72808,237,True
VIN100238,SportSedan-S2,Mid-size,Red,Premium,ICE,2024-11-05T00:00:00,night,Line_2,Domestic,2024-12-19T00:00:00,56666,238,True
VIN100239,FamilySUV-M3,SUV,White,Base,ICE,2024-08-25T00:00:00,night,Line_2,Domestic,2024-09-22T00:00:00,77586,239,True
VIN100240,CityHatch-C5,Compact,Black,Sport,ICE,2024-04-09T00:00:00,night,Line_2,Domestic,2024-05-11T00:00:00,49371,240,True
VIN100241,EcoSedan-X1,Compact,Blue,Luxury,ICE,2024-02-25T00:00:00,night,Line_2,Export,2024-03-12T00:00:00,58480,241,True
VIN100242,LuxurySUV-L4,Premium SUV,White,Base,Hybrid,2024-03-11T00:00:00,evening,Line_2,Premium Export,2024-03-26T00:00:00,65750,242,True
VIN100243,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-12-30T00:00:00,evening,Line_2,Premium Export,2025-02-06T00:00:00,95049,243,True
VIN100244,LuxurySUV-L4,Premium SUV,Gray,Premium,Hybrid,2024-10-12T00:00:00,day,Line_1,Premium Export,2024-11-02T00:00:00,105103,244,True
VIN100245,CityHatch-C5,Compact,Black,Sport,ICE,2024-09-10T00:00:00,day,Line_1,Domestic,2024-10-05T00:00:00,37072,245,True
VIN100246,EcoSedan-X1,Compact,Red,Base,Hybrid,2024-07-04T00:00:00,evening,Line_2,Domestic,2024-08-05T00:00:00,55453,246,True
VIN100247,SportSedan-S2,Mid-size,White,Base,ICE,2024-08-02T00:00:00,day,Line_2,Domestic,2024-08-16T00:00:00,94144,247,True
VIN100248,FamilySUV-M3,SUV,Red,Base,ICE,2024-04-17T00:00:00,night,Line_2,Domestic,2024-05-23T00:00:00,68721,248,True
VIN100249,LuxurySUV-L4,Premium SUV,Silver,Premium,ICE,2024-03-19T00:00:00,day,Line_1,Premium Export,2024-04-28T00:00:00,96722,249,True
VIN100250,CityHatch-C5,Compact,Gray,Sport,ICE,2024-12-16T00:00:00,day,Line_2,Domestic,2025-01-10T00:00:00,69199,250,True
VIN100251,FamilySUV-M3,SUV,Brown,Sport,ICE,2024-01-19T00:00:00,night,Line_2,Export,2024-02-04T00:00:00,94239,251,True
VIN100252,CityHatch-C5,Compact,Brown,Sport,ICE,2024-08-15T00:00:00,night,Line_2,Domestic,2024-09-23T00:00:00,64627,252,True
VIN100253,CityHatch-C5,Compact,Silver,Base,ICE,2024-04-01T00:00:00,evening,Line_1,Domestic,2024-04-22T00:00:00,88373,253,True
VIN100254,WorkTruck-T6,Commercial,Brown,Luxury,ICE,2024-07-27T00:00:00,night,Line_1,Commercial Export,2024-08-30T00:00:00,74678,254,True
VIN100255,WorkTruck-T6,Commercial,Red,Base,ICE,2024-05-07T00:00:00,night,Line_2,Commercial Export,2024-05-21T00:00:00,78938,255,True
VIN100256,LuxurySUV-L4,Premium SUV,Gray,Luxury,ICE,2024-04-19T00:00:00,day,Line_2,Premium Export,2024-05-05T00:00:00,106410,256,True
VIN100257,FamilySUV-M3,SUV,Gray,Base,Hybrid,2024-04-15T00:00:00,night,Line_2,Domestic,2024-05-07T00:00:00,52783,257,True
VIN100258,WorkTruck-T6,Commercial,Black,Sport,Hybrid,2024-03-26T00:00:00,evening,Line_1,Commercial Export,2024-05-05T00:00:00,40433,258,True
VIN100259,CityHatch-C5,Compact,Red,Base,ICE,2024-04-12T00:00:00,evening,Line_2,Domestic,2024-05-20T00:00:00,77938,259,True
VIN100260,SportSedan-S2,Mid-size,Black,Base,ICE,2024-03-02T00:00:00,evening,Line_2,Domestic,2024-04-07T00:00:00,97327,260,True
VIN100261,CityHatch-C5,Compact,Gray,Base,ICE,2024-03-27T00:00:00,evening,Line_2,Domestic,2024-04-17T00:00:00,57145,261,True
VIN100262,CityHatch-C5,Compact,Gray,Premium,ICE,2024-09-17T00:00:00,night,Line_1,Domestic,2024-10-05T00:00:00,87241,262,True
VIN100263,CityHatch-C5,Compact,Blue,Base,ICE,2024-09-21T00:00:00,night,Line_2,Domestic,2024-10-14T00:00:00,47327,263,True
VIN100264,WorkTruck-T6,Commercial,Black,Base,Hybrid,2024-09-21T00:00:00,night,Line_1,Domestic,2024-11-03T00:00:00,47464,264,True
VIN100265,FamilySUV-M3,SUV,White,Base,ICE,2024-06-02T00:00:00,evening,Line_1,Domestic,2024-06-24T00:00:00,57225,265,True
VIN100266,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-12-23T00:00:00,night,Line_1,Premium Export,2025-01-09T00:00:00,74699,266,True
VIN100267,EcoSedan-X1,Compact,Gray,Premium,ICE,2024-08-30T00:00:00,night,Line_2,Domestic,2024-09-18T00:00:00,99089,267,True
VIN100268,LuxurySUV-L4,Premium SUV,White,Sport,Hybrid,2024-04-07T00:00:00,day,Line_2,Premium Export,2024-04-25T00:00:00,66122,268,True
VIN100269,CityHatch-C5,Compact,Gray,Luxury,ICE,2024-10-02T00:00:00,evening,Line_2,Domestic,2024-11-12T00:00:00,84585,269,True
VIN100270,EcoSedan-X1,Compact,Black,Premium,ICE,2024-03-23T00:00:00,day,Line_1,Export,2024-05-04T00:00:00,83054,270,True
VIN100271,EcoSedan-X1,Compact,Silver,Premium,ICE,2024-04-16T00:00:00,day,Line_2,Domestic,2024-05-12T00:00:00,101796,271,True
VIN100272,SportSedan-S2,Mid-size,Silver,Luxury,Hybrid,2024-09-22T00:00:00,evening,Line_2,Premium Export,2024-10-20T00:00:00,78720,272,True
VIN100273,EcoSedan-X1,Compact,Black,Base,ICE,2024-09-17T00:00:00,day,Line_1,Domestic,2024-10-13T00:00:00,74797,273,True
VIN100274,WorkTruck-T6,Commercial,White,Luxury,ICE,2024-12-18T00:00:00,day,Line_1,Domestic,2025-01-28T00:00:00,53831,274,True
VIN100275,EcoSedan-X1,Compact,White,Sport,ICE,2024-12-29T00:00:00,evening,Line_2,Domestic,2025-01-24T00:00:00,103512,275,True
VIN100276,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-01-28T00:00:00,night,Line_2,Domestic,2024-02-15T00:00:00,51192,276,True
VIN100277,EcoSedan-X1,Compact,Gray,Base,ICE,2024-04-24T00:00:00,night,Line_2,Domestic,2024-05-10T00:00:00,101890,277,True
VIN100278,WorkTruck-T6,Commercial,Black,Luxury,ICE,2024-10-09T00:00:00,evening,Line_1,Commercial Export,2024-10-29T00:00:00,57697,278,True
VIN100279,CityHatch-C5,Compact,Red,Premium,ICE,2024-07-12T00:00:00,night,Line_1,Domestic,2024-08-20T00:00:00,53928,279,True
VIN100280,CityHatch-C5,Compact,Silver,Base,Electric,2024-08-19T00:00:00,night,Line_1,Domestic,2024-09-16T00:00:00,81221,280,True
VIN100281,WorkTruck-T6,Commercial,Gray,Luxury,Hybrid,2024-08-17T00:00:00,day,Line_1,Domestic,2024-09-04T00:00:00,78419,281,True
VIN100282,EcoSedan-X1,Compact,Red,Base,ICE,2024-04-18T00:00:00,night,Line_2,Domestic,2024-05-15T00:00:00,78494,282,True
VIN100283,SportSedan-S2,Mid-size,Black,Base,ICE,2024-09-27T00:00:00,evening,Line_2,Domestic,2024-11-03T00:00:00,68925,283,True
VIN100284,FamilySUV-M3,SUV,White,Premium,ICE,2024-01-19T00:00:00,night,Line_1,Domestic,2024-02-13T00:00:00,76789,284,True
VIN100285,FamilySUV-M3,SUV,Silver,Base,ICE,2024-08-19T00:00:00,night,Line_2,Domestic,2024-09-04T00:00:00,58274,285,True
VIN100286,SportSedan-S2,Mid-size,White,Premium,ICE,2024-08-18T00:00:00,night,Line_2,Domestic,2024-09-19T00:00:00,86305,286,True
VIN100287,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-02-24T00:00:00,evening,Line_2,Export,2024-03-23T00:00:00,88489,287,True
VIN100288,CityHatch-C5,Compact,White,Base,Hybrid,2024-09-29T00:00:00,night,Line_1,Domestic,2024-10-25T00:00:00,36399,288,True
VIN100289,FamilySUV-M3,SUV,Silver,Sport,Hybrid,2024-09-30T00:00:00,evening,Line_1,Export,2024-11-07T00:00:00,77358,289,True
VIN100290,EcoSedan-X1,Compact,Gray,Sport,ICE,2024-03-30T00:00:00,night,Line_1,Domestic,2024-04-29T00:00:00,80558,290,True
VIN100291,EcoSedan-X1,Compact,Brown,Sport,Hybrid,2024-06-25T00:00:00,evening,Line_2,Export,2024-07-17T00:00:00,56917,291,True
VIN100292,FamilySUV-M3,SUV,Black,Luxury,ICE,2024-11-03T00:00:00,night,Line_1,Export,2024-12-17T00:00:00,109313,292,True
VIN100293,CityHatch-C5,Compact,Silver,Base,ICE,2024-12-02T00:00:00,night,Line_2,Domestic,2024-12-31T00:00:00,62941,293,True
VIN100294,FamilySUV-M3,SUV,Silver,Sport,Hybrid,2024-12-25T00:00:00,night,Line_2,Domestic,2025-01-13T00:00:00,79819,294,True
VIN100295,EcoSedan-X1,Compact,Gray,Luxury,Hybrid,2024-11-29T00:00:00,day,Line_1,Domestic,2024-12-16T00:00:00,43380,295,True
VIN100296,SportSedan-S2,Mid-size,White,Sport,ICE,2024-07-30T00:00:00,day,Line_2,Premium Export,2024-08-30T00:00:00,47911,296,True
VIN100297,SportSedan-S2,Mid-size,White,Sport,ICE,2024-01-23T00:00:00,evening,Line_2,Premium Export,2024-02-24T00:00:00,82995,297,True
VIN100298,CityHatch-C5,Compact,Green,Base,ICE,2024-09-27T00:00:00,evening,Line_2,Domestic,2024-11-03T00:00:00,63636,298,True
VIN100299,SportSedan-S2,Mid-size,Gray,Base,ICE,2024-11-25T00:00:00,night,Line_2,Premium Export,2025-01-08T00:00:00,60504,299,True
VIN100300,SportSedan-S2,Mid-size,Gray,Sport,ICE,2024-10-22T00:00:00,day,Line_2,Domestic,2024-11-20T00:00:00,75606,300,True
VIN100301,FamilySUV-M3,SUV,Gray,Base,ICE,2024-03-06T00:00:00,evening,Line_1,Export,2024-04-16T00:00:00,46623,301,True
VIN100302,WorkTruck-T6,Commercial,Black,Base,ICE,2024-05-03T00:00:00,evening,Line_1,Commercial Export,2024-05-27T00:00:00,76799,302,True
VIN100303,CityHatch-C5,Compact,White,Sport,ICE,2024-11-16T00:00:00,evening,Line_1,Domestic,2024-12-16T00:00:00,79474,303,True
VIN100304,CityHatch-C5,Compact,Gray,Base,ICE,2024-07-09T00:00:00,night,Line_1,Domestic,2024-07-29T00:00:00,75397,304,True
VIN100305,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-05-19T00:00:00,day,Line_2,Export,2024-06-16T00:00:00,41389,305,True
VIN100306,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-04-03T00:00:00,day,Line_1,Premium Export,2024-05-10T00:00:00,48319,306,True
VIN100307,CityHatch-C5,Compact,Brown,Luxury,Hybrid,2024-10-07T00:00:00,night,Line_2,Domestic,2024-11-08T00:00:00,86871,307,True
VIN100308,FamilySUV-M3,SUV,Gray,Base,ICE,2024-03-15T00:00:00,day,Line_1,Export,2024-04-03T00:00:00,69417,308,True
VIN100309,WorkTruck-T6,Commercial,Green,Luxury,ICE,2024-02-23T00:00:00,day,Line_1,Domestic,2024-04-01T00:00:00,64783,309,True
VIN100310,CityHatch-C5,Compact,Black,Sport,Hybrid,2024-11-23T00:00:00,evening,Line_2,Domestic,2024-12-27T00:00:00,52348,310,True
VIN100311,LuxurySUV-L4,Premium SUV,Black,Base,ICE,2024-04-12T00:00:00,day,Line_2,Premium Export,2024-05-08T00:00:00,56783,311,True
VIN100312,EcoSedan-X1,Compact,Red,Base,ICE,2024-10-19T00:00:00,night,Line_1,Export,2024-11-29T00:00:00,80748,312,True
VIN100313,WorkTruck-T6,Commercial,Black,Base,ICE,2024-09-21T00:00:00,evening,Line_1,Commercial Export,2024-10-08T00:00:00,58710,313,True
VIN100314,FamilySUV-M3,SUV,Green,Sport,Hybrid,2024-10-07T00:00:00,night,Line_1,Export,2024-11-13T00:00:00,58259,314,True
VIN100315,LuxurySUV-L4,Premium SUV,Silver,Base,ICE,2024-11-08T00:00:00,night,Line_1,Premium Export,2024-12-19T00:00:00,84827,315,True
VIN100316,EcoSedan-X1,Compact,Red,Premium,Hybrid,2024-10-16T00:00:00,night,Line_2,Export,2024-11-11T00:00:00,80235,316,True
VIN100317,CityHatch-C5,Compact,Black,Base,Hybrid,2024-06-29T00:00:00,evening,Line_1,Domestic,2024-07-17T00:00:00,45143,317,True
VIN100318,WorkTruck-T6,Commercial,Gray,Sport,Hybrid,2024-01-06T00:00:00,evening,Line_1,Domestic,2024-02-08T00:00:00,64349,318,True
VIN100319,SportSedan-S2,Mid-size,Red,Sport,ICE,2024-12-28T00:00:00,evening,Line_1,Domestic,2025-01-20T00:00:00,110182,319,True
VIN100320,CityHatch-C5,Compact,Black,Base,ICE,2024-08-22T00:00:00,night,Line_2,Domestic,2024-10-02T00:00:00,51665,320,True
VIN100321,FamilySUV-M3,SUV,Silver,Sport,ICE,2024-12-24T00:00:00,day,Line_2,Export,2025-01-23T00:00:00,81551,321,True
VIN100322,EcoSedan-X1,Compact,Black,Sport,ICE,2024-01-20T00:00:00,evening,Line_2,Export,2024-02-19T00:00:00,51423,322,True
VIN100323,WorkTruck-T6,Commercial,Blue,Luxury,ICE,2024-08-19T00:00:00,night,Line_2,Commercial Export,2024-09-10T00:00:00,91026,323,True
VIN100324,CityHatch-C5,Compact,White,Base,Electric,2024-06-23T00:00:00,day,Line_2,Domestic,2024-07-11T00:00:00,46203,324,True
VIN100325,SportSedan-S2,Mid-size,White,Luxury,Hybrid,2024-02-16T00:00:00,day,Line_2,Domestic,2024-03-11T00:00:00,80648,325,True
VIN100326,CityHatch-C5,Compact,Black,Sport,ICE,2024-02-24T00:00:00,evening,Line_1,Domestic,2024-04-07T00:00:00,43284,326,True
VIN100327,CityHatch-C5,Compact,Blue,Sport,Hybrid,2024-11-20T00:00:00,day,Line_1,Domestic,2024-12-20T00:00:00,35965,327,True
VIN100328,LuxurySUV-L4,Premium SUV,Black,Premium,Hybrid,2024-05-01T00:00:00,evening,Line_2,Premium Export,2024-06-10T00:00:00,113645,328,True
VIN100329,EcoSedan-X1,Compact,White,Luxury,ICE,2024-04-18T00:00:00,night,Line_2,Export,2024-05-04T00:00:00,40939,329,True
VIN100330,CityHatch-C5,Compact,White,Sport,ICE,2024-11-18T00:00:00,night,Line_2,Domestic,2024-12-07T00:00:00,52807,330,True
VIN100331,EcoSedan-X1,Compact,White,Base,ICE,2024-02-19T00:00:00,evening,Line_2,Export,2024-03-22T00:00:00,72337,331,True
VIN100332,WorkTruck-T6,Commercial,Silver,Base,ICE,2024-12-09T00:00:00,evening,Line_2,Commercial Export,2025-01-19T00:00:00,55386,332,True
VIN100333,LuxurySUV-L4,Premium SUV,Gray,Base,Hybrid,2024-03-03T00:00:00,day,Line_2,Premium Export,2024-03-19T00:00:00,126133,333,True
VIN100334,SportSedan-S2,Mid-size,Silver,Sport,ICE,2024-04-13T00:00:00,night,Line_1,Domestic,2024-05-11T00:00:00,75117,334,True
VIN100335,CityHatch-C5,Compact,Other,Base,Hybrid,2024-10-10T00:00:00,evening,Line_1,Domestic,2024-10-31T00:00:00,89081,335,True
VIN100336,EcoSedan-X1,Compact,Brown,Luxury,ICE,2024-12-14T00:00:00,evening,Line_2,Export,2025-01-04T00:00:00,62338,336,True
VIN100337,CityHatch-C5,Compact,Blue,Luxury,ICE,2024-03-19T00:00:00,day,Line_2,Domestic,2024-04-05T00:00:00,61880,337,True
VIN100338,WorkTruck-T6,Commercial,Silver,Sport,ICE,2024-12-07T00:00:00,evening,Line_2,Domestic,2024-12-27T00:00:00,57193,338,True
VIN100339,FamilySUV-M3,SUV,Gray,Base,Hybrid,2024-07-29T00:00:00,evening,Line_1,Export,2024-09-08T00:00:00,72596,339,True
VIN100340,CityHatch-C5,Compact,Silver,Base,Hybrid,2024-06-23T00:00:00,evening,Line_2,Domestic,2024-07-19T00:00:00,53112,340,True
VIN100341,WorkTruck-T6,Commercial,Red,Base,ICE,2024-12-06T00:00:00,night,Line_1,Domestic,2024-12-22T00:00:00,42545,341,True
VIN100342,CityHatch-C5,Compact,White,Base,ICE,2024-04-29T00:00:00,night,Line_2,Domestic,2024-05-13T00:00:00,59505,342,True
VIN100343,CityHatch-C5,Compact,Brown,Luxury,ICE,2024-11-18T00:00:00,evening,Line_2,Domestic,2024-12-13T00:00:00,47248,343,True
VIN100344,EcoSedan-X1,Compact,Blue,Base,ICE,2024-12-10T00:00:00,day,Line_2,Domestic,2025-01-16T00:00:00,92917,344,True
VIN100345,LuxurySUV-L4,Premium SUV,Black,Base,Hybrid,2024-05-19T00:00:00,night,Line_1,Premium Export,2024-06-05T00:00:00,125671,345,True
VIN100346,LuxurySUV-L4,Premium SUV,Blue,Sport,ICE,2024-03-05T00:00:00,evening,Line_1,Premium Export,2024-04-08T00:00:00,88845,346,True
VIN100347,CityHatch-C5,Compact,Silver,Luxury,ICE,2024-05-26T00:00:00,evening,Line_2,Domestic,2024-06-25T00:00:00,88551,347,True
VIN100348,FamilySUV-M3,SUV,Black,Premium,Hybrid,2024-05-17T00:00:00,night,Line_1,Domestic,2024-06-06T00:00:00,111566,348,True
VIN100349,EcoSedan-X1,Compact,Brown,Sport,ICE,2024-07-29T00:00:00,night,Line_1,Export,2024-08-26T00:00:00,72299,349,True
VIN100350,EcoSedan-X1,Compact,Red,Base,ICE,2024-10-31T00:00:00,day,Line_2,Domestic,2024-12-04T00:00:00,57343,350,True
VIN100351,WorkTruck-T6,Commercial,Black,Premium,Hybrid,2024-09-09T00:00:00,day,Line_1,Commercial Export,2024-10-21T00:00:00,101005,351,True
VIN100352,EcoSedan-X1,Compact,Silver,Sport,ICE,2024-11-27T00:00:00,day,Line_2,Domestic,2024-12-27T00:00:00,59605,352,True
VIN100353,WorkTruck-T6,Commercial,Brown,Luxury,Hybrid,2024-12-22T00:00:00,night,Line_2,Commercial Export,2025-01-31T00:00:00,99428,353,True
VIN100354,WorkTruck-T6,Commercial,Silver,Base,ICE,2024-10-13T00:00:00,evening,Line_1,Domestic,2024-11-04T00:00:00,83010,354,True
VIN100355,SportSedan-S2,Mid-size,Red,Sport,ICE,2024-05-20T00:00:00,night,Line_2,Premium Export,2024-06-23T00:00:00,82513,355,True
VIN100356,SportSedan-S2,Mid-size,Black,Sport,ICE,2024-07-20T00:00:00,evening,Line_2,Domestic,2024-08-28T00:00:00,52797,356,True
VIN100357,FamilySUV-M3,SUV,Blue,Luxury,ICE,2024-12-23T00:00:00,evening,Line_1,Export,2025-01-11T00:00:00,62737,357,True
